image_key,page_key,model,input_kind,operation,category,reference_character,hypothesis_character
val/4/219/19,val_4_219,tesseract,processed,deletion,virama_or_conjunct_error,్,
val/4/219/19,val_4_219,tesseract,processed,deletion,deletion,ట,
val/4/219/19,val_4_219,tesseract,processed,substitution,base_character_substitution,ర,ప
val/4/219/20,val_4_219,tesseract,processed,substitution,base_character_substitution,ప,వ
val/4/219/20,val_4_219,tesseract,processed,deletion,virama_or_conjunct_error,్,
val/4/219/20,val_4_219,tesseract,processed,deletion,deletion,గ,
val/4/219/21,val_4_219,tesseract,processed,substitution,base_character_substitution,న,చ
val/4/219/21,val_4_219,tesseract,processed,insertion,insertion,, 
val/4/219/22,val_4_219,tesseract,processed,substitution,base_character_substitution,భ,బ
val/4/219/22,val_4_219,tesseract,processed,substitution,base_character_substitution,గ,న
val/4/219/22,val_4_219,tesseract,processed,substitution,base_character_substitution,ళ,ల
val/4/233/1,val_4_233,tesseract,processed,insertion,insertion,,ర
val/4/233/1,val_4_233,tesseract,processed,substitution,diacritic_or_vowel_sign_error,డ,ు
val/4/233/1,val_4_233,tesseract,processed,insertion,insertion,, 
val/4/233/1,val_4_233,tesseract,processed,substitution,base_character_substitution,ల,త
val/4/233/1,val_4_233,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ే,ో
val/4/233/1,val_4_233,tesseract,processed,substitution,base_character_substitution,ద,మ
val/4/233/2,val_4_233,tesseract,processed,deletion,deletion,ర,
val/4/233/2,val_4_233,tesseract,processed,substitution,virama_or_conjunct_error,్,ృ
val/4/233/2,val_4_233,tesseract,processed,substitution,base_character_substitution,య,ర
val/4/233/2,val_4_233,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ం, 
val/4/233/2,val_4_233,tesseract,processed,substitution,base_character_substitution,న,మ
val/4/233/2,val_4_233,tesseract,processed,deletion,deletion,చ,
val/4/233/2,val_4_233,tesseract,processed,deletion,diacritic_or_vowel_sign_error,ి,
val/4/233/3,val_4_233,tesseract,processed,insertion,insertion,,ప
val/4/233/3,val_4_233,tesseract,processed,insertion,diacritic_or_vowel_sign_error,,ొ
val/4/233/3,val_4_233,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ె,ా
val/4/233/3,val_4_233,tesseract,processed,substitution,base_character_substitution,చ,ల
val/4/233/3,val_4_233,tesseract,processed,insertion,insertion,,స
val/4/233/3,val_4_233,tesseract,processed,substitution,diacritic_or_vowel_sign_error,చ,ు
val/4/233/3,val_4_233,tesseract,processed,deletion,deletion,స,
val/4/233/3,val_4_233,tesseract,processed,deletion,virama_or_conjunct_error,్,
val/4/233/3,val_4_233,tesseract,processed,substitution,base_character_substitution,త,న
val/4/233/3,val_4_233,tesseract,processed,deletion,deletion,న,
val/4/233/3,val_4_233,tesseract,processed,substitution,virama_or_conjunct_error,్, 
val/4/233/3,val_4_233,tesseract,processed,substitution,base_character_substitution,డ,ర
val/4/233/4,val_4_233,tesseract,processed,deletion,deletion,ర,
val/4/233/4,val_4_233,tesseract,processed,deletion,diacritic_or_vowel_sign_error,ా,
val/4/233/4,val_4_233,tesseract,processed,substitution,base_character_substitution,జ,అ
val/4/233/4,val_4_233,tesseract,processed,substitution,base_character_substitution,భ,ట
val/4/233/4,val_4_233,tesseract,processed,substitution,base_character_substitution,ష, 
val/4/233/4,val_4_233,tesseract,processed,substitution,base_character_substitution,ణ,త
val/4/233/4,val_4_233,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ం,క
val/4/233/5,val_4_233,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ం, 
val/4/233/5,val_4_233,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ి,ు
val/4/233/6,val_4_233,tesseract,processed,substitution,base_character_substitution,న,గ
val/4/233/6,val_4_233,tesseract,processed,insertion,insertion,, 
val/4/233/6,val_4_233,tesseract,processed,insertion,insertion,,౦
val/4/233/6,val_4_233,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ం, 
val/4/233/6,val_4_233,tesseract,processed,substitution,base_character_substitution,ట,త
val/4/233/6,val_4_233,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ి,ల
val/4/233/7,val_4_233,tesseract,processed,substitution,punctuation_or_digit_error,వ,౨
val/4/233/7,val_4_233,tesseract,processed,substitution,base_character_substitution,స,న
val/4/233/7,val_4_233,tesseract,processed,substitution,base_character_substitution,ద,ష
val/4/233/7,val_4_233,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ే,ప
val/4/233/7,val_4_233,tesseract,processed,substitution,diacritic_or_vowel_sign_error,వ,ీ
val/4/233/7,val_4_233,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ః,వ
val/4/233/8,val_4_233,tesseract,processed,insertion,insertion,,గ
val/4/233/8,val_4_233,tesseract,processed,substitution,diacritic_or_vowel_sign_error,స,ు
val/4/233/8,val_4_233,tesseract,processed,insertion,insertion,,ట
val/4/233/8,val_4_233,tesseract,processed,substitution,diacritic_or_vowel_sign_error,బ,ి
val/4/233/8,val_4_233,tesseract,processed,insertion,insertion,,థ
val/4/233/8,val_4_233,tesseract,processed,insertion,virama_or_conjunct_error,,్
val/4/233/8,val_4_233,tesseract,processed,substitution,base_character_substitution,ధ,య
val/4/233/8,val_4_233,tesseract,processed,substitution,base_character_substitution,ల,ర
val/4/233/8,val_4_233,tesseract,processed,substitution,base_character_substitution,న,థ
val/4/233/9,val_4_233,tesseract,processed,substitution,base_character_substitution,య,న
val/4/233/9,val_4_233,tesseract,processed,substitution,base_character_substitution,స, 
val/4/233/9,val_4_233,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ం,న
val/4/233/9,val_4_233,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ర,ం
val/4/233/9,val_4_233,tesseract,processed,substitution,base_character_substitution,క,ద
val/4/233/9,val_4_233,tesseract,processed,substitution,virama_or_conjunct_error,్, 
val/4/233/9,val_4_233,tesseract,processed,substitution,base_character_substitution,ష,క
val/4/233/9,val_4_233,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ణ,ం
val/4/233/10,val_4_233,tesseract,processed,substitution,base_character_substitution,హ,చ
val/4/233/10,val_4_233,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ి,ా
val/4/233/10,val_4_233,tesseract,processed,substitution,base_character_substitution,ట,క
val/4/233/10,val_4_233,tesseract,processed,deletion,deletion,స,
val/4/233/10,val_4_233,tesseract,processed,substitution,virama_or_conjunct_error,్,‌
val/4/233/11,val_4_233,tesseract,processed,insertion,insertion,,అ
val/4/233/11,val_4_233,tesseract,processed,substitution,base_character_substitution,ఆ,వ
val/4/233/11,val_4_233,tesseract,processed,substitution,base_character_substitution,హ,న
val/4/233/11,val_4_233,tesseract,processed,substitution,virama_or_conjunct_error,్,ా
val/4/233/11,val_4_233,tesseract,processed,substitution,base_character_substitution,వ,గ
val/4/233/11,val_4_233,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ా, 
val/4/233/11,val_4_233,tesseract,processed,insertion,insertion,,ర
val/4/233/11,val_4_233,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ం,ర
val/4/233/11,val_4_233,tesseract,processed,substitution,base_character_substitution,చ,ర
val/4/233/11,val_4_233,tesseract,processed,substitution,diacritic_or_vowel_sign_error,డ,ు
val/4/233/13,val_4_233,tesseract,processed,substitution,base_character_substitution,ల,ట
val/4/233/13,val_4_233,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ి,ా
val/4/233/13,val_4_233,tesseract,processed,deletion,diacritic_or_vowel_sign_error,ి,
val/4/233/13,val_4_233,tesseract,processed,deletion,deletion,ట,
val/4/233/13,val_4_233,tesseract,processed,deletion,diacritic_or_vowel_sign_error,ె,
val/4/233/13,val_4_233,tesseract,processed,substitution,virama_or_conjunct_error,డ,్
val/4/233/13,val_4_233,tesseract,processed,substitution,virama_or_conjunct_error,్,‌
val/4/233/14,val_4_233,tesseract,processed,deletion,deletion,ప,
val/4/233/14,val_4_233,tesseract,processed,deletion,diacritic_or_vowel_sign_error,ి,
val/4/233/14,val_4_233,tesseract,processed,insertion,diacritic_or_vowel_sign_error,,ు
val/4/233/15,val_4_233,tesseract,processed,insertion,insertion,,ఆ
val/4/233/15,val_4_233,tesseract,processed,insertion,insertion,,ణ
val/4/233/15,val_4_233,tesseract,processed,substitution,base_character_substitution,న,శ
val/4/233/15,val_4_233,tesseract,processed,insertion,diacritic_or_vowel_sign_error,,ం
val/4/233/15,val_4_233,tesseract,processed,insertion,insertion,, 
val/4/233/16,val_4_233,tesseract,processed,substitution,base_character_substitution,ధ,అ
val/4/233/16,val_4_233,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ి,ు
val/4/233/17,val_4_233,tesseract,processed,deletion,deletion,మ,
val/4/233/17,val_4_233,tesseract,processed,deletion,diacritic_or_vowel_sign_error,ె,
val/4/233/17,val_4_233,tesseract,processed,substitution,base_character_substitution,వ,ప
val/4/233/17,val_4_233,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ో,ద
val/4/233/18,val_4_233,tesseract,processed,substitution,base_character_substitution,మ,జ
val/4/233/18,val_4_233,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ె,ు
val/4/233/18,val_4_233,tesseract,processed,deletion,diacritic_or_vowel_sign_error,ే,
val/4/233/18,val_4_233,tesseract,processed,substitution,diacritic_or_vowel_sign_error,స,ి
val/4/233/18,val_4_233,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ి,ద
val/4/233/19,val_4_233,tesseract,processed,substitution,base_character_substitution,అ,ఆ
val/4/233/19,val_4_233,tesseract,processed,substitution,punctuation_or_digit_error,భ,౭
val/4/233/19,val_4_233,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ి, 
val/4/233/19,val_4_233,tesseract,processed,substitution,virama_or_conjunct_error,్,ొ
val/4/233/19,val_4_233,tesseract,processed,substitution,base_character_substitution,ర,య
val/4/233/19,val_4_233,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ా,ు
val/4/233/19,val_4_233,tesseract,processed,substitution,base_character_substitution,య,వ
val/4/233/19,val_4_233,tesseract,processed,substitution,base_character_substitution,ప,మ
val/4/233/19,val_4_233,tesseract,processed,substitution,diacritic_or_vowel_sign_error,డ,ే
val/4/233/19,val_4_233,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ి, 
val/4/233/19,val_4_233,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ు,ా
val/4/233/20,val_4_233,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ూ,ం
val/4/233/20,val_4_233,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ం, 
val/4/233/20,val_4_233,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ల,ం
val/4/233/20,val_4_233,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ో, 
val/4/233/20,val_4_233,tesseract,processed,insertion,virama_or_conjunct_error,,్
val/4/233/20,val_4_233,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ి,ర
val/4/233/21,val_4_233,tesseract,processed,deletion,diacritic_or_vowel_sign_error,ా,
val/4/233/21,val_4_233,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ల,ో
val/4/233/21,val_4_233,tesseract,processed,insertion,insertion,,‌
val/4/233/22,val_4_233,tesseract,processed,insertion,insertion,, 
val/4/233/22,val_4_233,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ే,ా
val/4/238/1,val_4_238,tesseract,processed,deletion,deletion,ప,
val/4/238/1,val_4_238,tesseract,processed,substitution,virama_or_conjunct_error,్,అ
val/4/238/1,val_4_238,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ర,ు
val/4/238/1,val_4_238,tesseract,processed,substitution,base_character_substitution,చ,య
val/4/238/1,val_4_238,tesseract,processed,substitution,base_character_substitution,ర,ల
val/4/238/1,val_4_238,tesseract,processed,substitution,base_character_substitution,చ,బ
val/4/238/2,val_4_238,tesseract,processed,substitution,base_character_substitution,క,చ
val/4/238/2,val_4_238,tesseract,processed,deletion,deletion,ర,
val/4/238/2,val_4_238,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ు,ట
val/4/238/2,val_4_238,tesseract,processed,substitution,base_character_substitution,క,మ
val/4/238/2,val_4_238,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ు,ట
val/4/238/3,val_4_238,tesseract,processed,substitution,base_character_substitution,ప,య
val/4/238/3,val_4_238,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ి,ె
val/4/238/3,val_4_238,tesseract,processed,insertion,diacritic_or_vowel_sign_error,,ే
val/4/238/3,val_4_238,tesseract,processed,insertion,insertion,, 
val/4/238/3,val_4_238,tesseract,processed,insertion,diacritic_or_vowel_sign_error,,ీ
val/4/238/3,val_4_238,tesseract,processed,insertion,insertion,, 
val/4/238/4,val_4_238,tesseract,processed,deletion,deletion,న,
val/4/238/5,val_4_238,tesseract,processed,substitution,base_character_substitution,ద,థ
val/4/238/5,val_4_238,tesseract,processed,insertion,insertion,, 
val/4/238/5,val_4_238,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ి,ు
val/4/238/6,val_4_238,tesseract,processed,substitution,base_character_substitution,ప,మ
val/4/238/6,val_4_238,tesseract,processed,insertion,insertion,,డ
val/4/238/6,val_4_238,tesseract,processed,substitution,base_character_substitution,ద,ఉ
val/4/238/8,val_4_238,tesseract,processed,deletion,deletion,క,
val/4/238/8,val_4_238,tesseract,processed,deletion,diacritic_or_vowel_sign_error,ే,
val/4/238/8,val_4_238,tesseract,processed,deletion,deletion,ర,
val/4/238/8,val_4_238,tesseract,processed,deletion,deletion,ళ,
val/4/238/9,val_4_238,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ి,త
val/4/238/9,val_4_238,tesseract,processed,substitution,base_character_substitution,త, 
val/4/238/9,val_4_238,tesseract,processed,substitution,base_character_substitution,థ,డ
val/4/238/10,val_4_238,tesseract,processed,deletion,deletion,ర,
val/4/238/10,val_4_238,tesseract,processed,substitution,virama_or_conjunct_error,్, 
val/4/238/10,val_4_238,tesseract,processed,substitution,base_character_substitution,ణ,ర
val/4/238/11,val_4_238,tesseract,processed,insertion,insertion,,ఇ
val/4/238/11,val_4_238,tesseract,processed,substitution,base_character_substitution,చ,న
val/4/238/11,val_4_238,tesseract,processed,substitution,base_character_substitution,ప,త
val/4/238/11,val_4_238,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ి,ు
val/4/238/11,val_4_238,tesseract,processed,substitution,base_character_substitution,చ,ల
val/4/238/11,val_4_238,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ా,ూ
val/4/238/11,val_4_238,tesseract,processed,substitution,base_character_substitution,ర, 
val/4/238/11,val_4_238,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ు,ర
val/4/238/12,val_4_238,tesseract,processed,deletion,deletion,వ,
val/4/238/12,val_4_238,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ి,ఎ
val/4/238/12,val_4_238,tesseract,processed,substitution,base_character_substitution,స,త
val/4/238/12,val_4_238,tesseract,processed,substitution,virama_or_conjunct_error,్,ు
val/4/238/12,val_4_238,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ృ, 
val/4/238/12,val_4_238,tesseract,processed,substitution,base_character_substitution,త,మ
val/4/238/12,val_4_238,tesseract,processed,substitution,base_character_substitution,ప,ర
val/4/238/12,val_4_238,tesseract,processed,substitution,base_character_substitution,ర,ల
val/4/238/12,val_4_238,tesseract,processed,substitution,base_character_substitution,చ,ర
val/4/238/12,val_4_238,tesseract,processed,substitution,diacritic_or_vowel_sign_error,డ,ు
val/4/238/13,val_4_238,tesseract,processed,insertion,insertion,,ఖ
val/4/238/13,val_4_238,tesseract,processed,insertion,insertion,, 
val/4/238/13,val_4_238,tesseract,processed,substitution,punctuation_or_digit_error,వ,౨
val/4/238/13,val_4_238,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ి,ం
val/4/238/14,val_4_238,tesseract,processed,deletion,deletion,జ,
val/4/238/14,val_4_238,tesseract,processed,deletion,diacritic_or_vowel_sign_error,ా,
val/4/238/15,val_4_238,tesseract,processed,insertion,insertion,,బ
val/4/238/15,val_4_238,tesseract,processed,insertion,virama_or_conjunct_error,,్
val/4/238/15,val_4_238,tesseract,processed,insertion,insertion,,ర
val/4/238/15,val_4_238,tesseract,processed,substitution,diacritic_or_vowel_sign_error,జ,ౌ
val/4/238/15,val_4_238,tesseract,processed,insertion,insertion,,ట
val/4/238/15,val_4_238,tesseract,processed,substitution,base_character_substitution,క,డ
val/4/238/16,val_4_238,tesseract,processed,insertion,insertion,,ఉ
val/4/238/16,val_4_238,tesseract,processed,substitution,base_character_substitution,ద,ర
val/4/238/16,val_4_238,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ూ, 
val/4/238/16,val_4_238,tesseract,processed,substitution,base_character_substitution,ర,బ
val/4/238/16,val_4_238,tesseract,processed,substitution,diacritic_or_vowel_sign_error,మ,ం
val/4/238/16,val_4_238,tesseract,processed,insertion,virama_or_conjunct_error,,్
val/4/238/16,val_4_238,tesseract,processed,insertion,insertion,,చ
val/4/238/16,val_4_238,tesseract,processed,insertion,diacritic_or_vowel_sign_error,,ృ
val/4/238/16,val_4_238,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ు, 
val/4/238/16,val_4_238,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ు,ం
val/4/238/16,val_4_238,tesseract,processed,insertion,insertion,, 
val/4/238/16,val_4_238,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ే,ో
val/4/238/16,val_4_238,tesseract,processed,substitution,base_character_substitution,ద,డ
val/4/238/16,val_4_238,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ీ,ు
val/4/238/17,val_4_238,tesseract,processed,deletion,deletion,౬,
val/4/238/17,val_4_238,tesseract,processed,substitution,punctuation_or_digit_error,౪,౭
val/4/238/18,val_4_238,tesseract,processed,deletion,deletion,ప,
val/4/238/18,val_4_238,tesseract,processed,deletion,virama_or_conjunct_error,్,
val/4/238/18,val_4_238,tesseract,processed,substitution,base_character_substitution,ర,ల
val/4/238/18,val_4_238,tesseract,processed,deletion,deletion,స,
val/4/238/18,val_4_238,tesseract,processed,deletion,virama_or_conjunct_error,్,
val/4/238/18,val_4_238,tesseract,processed,deletion,deletion,ట,
val/4/238/18,val_4_238,tesseract,processed,deletion,diacritic_or_vowel_sign_error,ే,
val/4/238/18,val_4_238,tesseract,processed,deletion,deletion,ట,
val/4/238/18,val_4_238,tesseract,processed,deletion,virama_or_conjunct_error,్,
val/4/238/19,val_4_238,tesseract,processed,substitution,base_character_substitution,ప,వ
val/4/238/19,val_4_238,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ో, 
val/4/238/19,val_4_238,tesseract,processed,insertion,insertion,, 
val/4/238/19,val_4_238,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ల,ం
val/4/238/20,val_4_238,tesseract,processed,substitution,base_character_substitution,వ,ఎ
val/4/238/20,val_4_238,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ి,౨
val/4/238/20,val_4_238,tesseract,processed,substitution,base_character_substitution,జ,క
val/4/238/20,val_4_238,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ే,ు
val/4/238/20,val_4_238,tesseract,processed,substitution,base_character_substitution,ల,త
val/4/238/21,val_4_238,tesseract,processed,substitution,base_character_substitution,వ,బ
val/4/238/21,val_4_238,tesseract,processed,insertion,insertion,, 
val/4/238/22,val_4_238,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ు,ట
val/4/238/22,val_4_238,tesseract,processed,substitution,base_character_substitution,ట, 
val/4/238/22,val_4_238,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ు,ృ
val/4/238/23,val_4_238,tesseract,processed,insertion,insertion,,గ
val/4/238/23,val_4_238,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ద,ు
val/4/238/23,val_4_238,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ా,ౌ
val/4/238/23,val_4_238,tesseract,processed,substitution,base_character_substitution,బ,ర
val/4/238/23,val_4_238,tesseract,processed,substitution,virama_or_conjunct_error,్,ి
val/4/238/23,val_4_238,tesseract,processed,substitution,base_character_substitution,ద,ర
val/4/238/23,val_4_238,tesseract,processed,substitution,virama_or_conjunct_error,ి,్
val/4/238/23,val_4_238,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ో,ి
val/4/238/23,val_4_238,tesseract,processed,substitution,base_character_substitution,న, 
val/4/238/23,val_4_238,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ే,ఆ
val/4/238/24,val_4_238,tesseract,processed,deletion,deletion,శ,
val/4/238/24,val_4_238,tesseract,processed,deletion,virama_or_conjunct_error,్,
val/4/238/24,val_4_238,tesseract,processed,deletion,deletion,ర,
val/4/238/24,val_4_238,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ీ,ఆ
val/4/238/24,val_4_238,tesseract,processed,insertion,insertion,,డ
val/4/238/24,val_4_238,tesseract,processed,substitution,base_character_substitution,ధ,ఢ
val/10/53/1,val_10_53,tesseract,processed,deletion,deletion,క,
val/10/53/1,val_10_53,tesseract,processed,deletion,diacritic_or_vowel_sign_error,ు,
val/10/53/1,val_10_53,tesseract,processed,deletion,deletion,ట,
val/10/53/1,val_10_53,tesseract,processed,deletion,diacritic_or_vowel_sign_error,ు,
val/10/53/1,val_10_53,tesseract,processed,deletion,diacritic_or_vowel_sign_error,ం,
val/10/53/1,val_10_53,tesseract,processed,deletion,deletion,బ,
val/10/53/1,val_10_53,tesseract,processed,deletion,diacritic_or_vowel_sign_error,ం,
val/10/53/1,val_10_53,tesseract,processed,deletion,deletion,న,
val/10/53/1,val_10_53,tesseract,processed,deletion,diacritic_or_vowel_sign_error,ు,
val/10/53/1,val_10_53,tesseract,processed,deletion,diacritic_or_vowel_sign_error,ం,
val/10/53/1,val_10_53,tesseract,processed,deletion,deletion,చ,
val/10/53/1,val_10_53,tesseract,processed,deletion,diacritic_or_vowel_sign_error,ి,
val/10/53/2,val_10_53,tesseract,processed,deletion,deletion,ఉ,
val/10/53/2,val_10_53,tesseract,processed,deletion,diacritic_or_vowel_sign_error,ం,
val/10/53/2,val_10_53,tesseract,processed,deletion,deletion,చ,
val/10/53/2,val_10_53,tesseract,processed,deletion,diacritic_or_vowel_sign_error,ు,
val/10/53/2,val_10_53,tesseract,processed,deletion,deletion,క,
val/10/53/2,val_10_53,tesseract,processed,deletion,diacritic_or_vowel_sign_error,ు,
val/10/53/2,val_10_53,tesseract,processed,deletion,deletion,న,
val/10/53/2,val_10_53,tesseract,processed,deletion,diacritic_or_vowel_sign_error,ి,
val/10/53/3,val_10_53,tesseract,processed,deletion,deletion,య,
val/10/53/3,val_10_53,tesseract,processed,deletion,diacritic_or_vowel_sign_error,ు,
val/10/53/3,val_10_53,tesseract,processed,deletion,deletion,న,
val/10/53/3,val_10_53,tesseract,processed,deletion,diacritic_or_vowel_sign_error,ి,
val/10/53/3,val_10_53,tesseract,processed,deletion,deletion,ట,
val/10/53/3,val_10_53,tesseract,processed,deletion,diacritic_or_vowel_sign_error,ె,
val/10/53/3,val_10_53,tesseract,processed,deletion,deletion,క,
val/10/53/3,val_10_53,tesseract,processed,deletion,virama_or_conjunct_error,్,
val/10/53/4,val_10_53,tesseract,processed,deletion,deletion,జ,
val/10/53/4,val_10_53,tesseract,processed,deletion,diacritic_or_vowel_sign_error,ో,
val/10/53/4,val_10_53,tesseract,processed,deletion,deletion,డ,
val/10/53/4,val_10_53,tesseract,processed,deletion,diacritic_or_vowel_sign_error,ీ,
val/10/53/4,val_10_53,tesseract,processed,deletion,deletion,గ,
val/10/53/4,val_10_53,tesseract,processed,deletion,diacritic_or_vowel_sign_error,ా,
val/10/53/5,val_10_53,tesseract,processed,deletion,diacritic_or_vowel_sign_error,ె,
val/10/53/5,val_10_53,tesseract,processed,deletion,deletion,ఫ,
val/10/53/5,val_10_53,tesseract,processed,deletion,diacritic_or_vowel_sign_error,ి,
val/10/53/5,val_10_53,tesseract,processed,deletion,deletion,స,
val/10/53/5,val_10_53,tesseract,processed,deletion,diacritic_or_vowel_sign_error,ి,
val/10/53/5,val_10_53,tesseract,processed,deletion,deletion,య,
val/10/53/5,val_10_53,tesseract,processed,deletion,deletion,న,
val/10/53/5,val_10_53,tesseract,processed,deletion,virama_or_conjunct_error,్,
val/10/53/5,val_10_53,tesseract,processed,substitution,base_character_substitution,స,గ
val/10/53/5,val_10_53,tesseract,processed,substitution,diacritic_or_vowel_sign_error,ీ,ు
val/10/53/6,val_10_53,tesseract,processed,substitution,virama_or_conjunct_error,్,ా
val/10/53/6,val_10_53,tesseract,processed,deletion,deletion,మ,
val/10/53/6,val_10_53,tesseract,processed,deletion,diacritic_or_vowel_sign_error,ీ,
val/10/53/6,val_10_53,tesseract,processed,deletion,deletion,ణ,
val/10/53/7,val_10_53,tesseract,processed,deletion,deletion,క,
val/10/53/7,val_10_53,tesseract,processed,deletion,diacritic_or_vowel_sign_error,ు,
val/10/53/7,val_10_53,tesseract,processed,deletion,deletion,త,
val/10/53/7,val_10_53,tesseract,processed,deletion,diacritic_or_vowel_sign_error,ం,
val/10/53/7,val_10_53,tesseract,processed,deletion,deletion,త,
val/10/53/7,val_10_53,tesseract,processed,deletion,virama_or_conjunct_error,్,
val/10/53/7,val_10_53,tesseract,processed,deletion,deletion,ర,
val/10/53/7,val_10_53,tesseract,processed,deletion,diacritic_or_vowel_sign_error,ా,
val/10/53/7,val_10_53,tesseract,processed,deletion,deletion,ల,
val/10/53/7,val_10_53,tesseract,processed,deletion,diacritic_or_vowel_sign_error,ు,
val/10/53/8,val_10_53,tesseract,processed,deletion,deletion,ప,
val/10/53/8,val_10_53,tesseract,processed,deletion,deletion,ట,
val/10/53/8,val_10_53,tesseract,processed,deletion,diacritic_or_vowel_sign_error,ి,
val/10/53/8,val_10_53,tesseract,processed,deletion,deletion,ష,
val/10/53/8,val_10_53,tesseract,processed,deletion,virama_or_conjunct_error,్,
val/10/53/8,val_10_53,tesseract,processed,deletion,deletion,ఠ,
val/10/53/9,val_10_53,tesseract,processed,deletion,deletion,ప,
val/10/53/9,val_10_53,tesseract,processed,deletion,diacritic_or_vowel_sign_error,ూ,
val/10/53/9,val_10_53,tesseract,processed,deletion,deletion,ర,
val/10/53/9,val_10_53,tesseract,processed,deletion,diacritic_or_vowel_sign_error,ి,
val/10/53/9,val_10_53,tesseract,processed,deletion,deletion,క,
val/10/53/9,val_10_53,tesseract,processed,deletion,diacritic_or_vowel_sign_error,ి,
val/10/53/10,val_10_53,tesseract,processed,deletion,deletion,స,
val/10/53/10,val_10_53,tesseract,processed,deletion,diacritic_or_vowel_sign_error,ౌ,
val/10/53/10,val_10_53,tesseract,processed,deletion,deletion,క,
val/10/53/10,val_10_53,tesseract,processed,deletion,deletion,ర,
val/10/53/10,val_10_53,tesseract,processed,deletion,virama_or_conjunct_error,్,
val/10/53/10,val_10_53,tesseract,processed,deletion,deletion,య,
val/10/53/10,val_10_53,tesseract,processed,deletion,deletion,మ,
val/10/53/10,val_10_53,tesseract,processed,deletion,diacritic_or_vowel_sign_error,ే,
val/10/53/11,val_10_53,tesseract,processed,deletion,deletion,ఒ,
val/10/53/11,val_10_53,tesseract,processed,deletion,deletion,క,
val/10/53/11,val_10_53,tesseract,processed,deletion,virama_or_conjunct_error,్,
val/10/53/11,val_10_53,tesseract,processed,deletion,deletion,క,
val/10/53/11,val_10_53,tesseract,processed,deletion,diacritic_or_vowel_sign_error,ొ,
val/10/53/11,val_10_53,tesseract,processed,deletion,virama_or_conjunct_error,్,
val/10/53/11,val_10_53,tesseract,processed,substitution,diacritic_or_vowel_sign_error,క,ా
