image_key,page_key,split,writer_id,page_id,image_index,model,input_kind,reference,hypothesis,cer,wer,exact_match,missing_output,status,elapsed_seconds,source_image_path,input_image_path
val/10/386/12,val_10_386,val,10,386,12,tesseract,raw,అన్సారీలకు,,1.0,1.0,False,True,empty_output,0.9311260080139618,ground_truth/sample_set/val/10/386/12.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/386/12.jpg
val/10/386/13,val_10_386,val,10,386,13,tesseract,raw,చిన్నతనంలో,,1.0,1.0,False,True,empty_output,1.0146671639959095,ground_truth/sample_set/val/10/386/13.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/386/13.jpg
val/10/386/14,val_10_386,val,10,386,14,tesseract,raw,సమావేశానికి,,1.0,1.0,False,True,empty_output,0.9384825080051087,ground_truth/sample_set/val/10/386/14.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/386/14.jpg
val/10/386/15,val_10_386,val,10,386,15,tesseract,raw,ఆద్యురాలు,డర,0.8888888888888888,1.0,False,False,ok,0.9165238160057925,ground_truth/sample_set/val/10/386/15.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/386/15.jpg
val/10/386/16,val_10_386,val,10,386,16,tesseract,raw,లాంటివారు,,1.0,1.0,False,True,empty_output,0.9214380759949563,ground_truth/sample_set/val/10/386/16.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/386/16.jpg
val/10/386/17,val_10_386,val,10,386,17,tesseract,raw,మతిపోయింది,,1.0,1.0,False,True,empty_output,1.0068108800041955,ground_truth/sample_set/val/10/386/17.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/386/17.jpg
val/10/386/18,val_10_386,val,10,386,18,tesseract,raw,తారసపడుతుంటారు,,1.0,1.0,False,True,empty_output,1.2835842740023509,ground_truth/sample_set/val/10/386/18.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/386/18.jpg
val/10/386/19,val_10_386,val,10,386,19,tesseract,raw,మిత్రపక్షాలైన,య యూక్తాతెన,0.6923076923076923,2.0,False,False,ok,0.9944158990110736,ground_truth/sample_set/val/10/386/19.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/386/19.jpg
val/10/386/20,val_10_386,val,10,386,20,tesseract,raw,పెట్టదు,,1.0,1.0,False,True,empty_output,0.7754967629880412,ground_truth/sample_set/val/10/386/20.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/386/20.jpg
val/10/386/21,val_10_386,val,10,386,21,tesseract,raw,చాల,,1.0,1.0,False,True,empty_output,0.7252571580029326,ground_truth/sample_set/val/10/386/21.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/386/21.jpg
val/10/386/22,val_10_386,val,10,386,22,tesseract,raw,స్తుతియిస్తూ,,1.0,1.0,False,True,empty_output,1.093017288003466,ground_truth/sample_set/val/10/386/22.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/386/22.jpg
val/10/386/23,val_10_386,val,10,386,23,tesseract,raw,చిత్తశుద్ధికి,,1.0,1.0,False,True,empty_output,0.8612368850008352,ground_truth/sample_set/val/10/386/23.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/386/23.jpg
val/10/386/24,val_10_386,val,10,386,24,tesseract,raw,నెల,,1.0,1.0,False,True,empty_output,0.6451697890006471,ground_truth/sample_set/val/10/386/24.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/386/24.jpg
val/10/469/1,val_10_469,val,10,469,1,tesseract,raw,పూర్తిచేయనున్నట్లు,,1.0,1.0,False,True,empty_output,1.2142269349860726,ground_truth/sample_set/val/10/469/1.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/469/1.jpg
val/10/469/2,val_10_469,val,10,469,2,tesseract,raw,అనుసరిస్తారే,,1.0,1.0,False,True,empty_output,0.990228885988472,ground_truth/sample_set/val/10/469/2.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/469/2.jpg
val/10/469/3,val_10_469,val,10,469,3,tesseract,raw,ప్రతాపరెడ్డి,,1.0,1.0,False,True,empty_output,0.9066007350047585,ground_truth/sample_set/val/10/469/3.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/469/3.jpg
val/10/469/4,val_10_469,val,10,469,4,tesseract,raw,వెచ్చగా,గా,0.7142857142857143,1.0,False,False,ok,0.8105425329995342,ground_truth/sample_set/val/10/469/4.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/469/4.jpg
val/10/469/5,val_10_469,val,10,469,5,tesseract,raw,మాకాప్రస్తావనే,,1.0,1.0,False,True,empty_output,1.037660813992261,ground_truth/sample_set/val/10/469/5.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/469/5.jpg
val/10/469/6,val_10_469,val,10,469,6,tesseract,raw,ముగ్గులేసి,,1.0,1.0,False,True,empty_output,0.8726490059925709,ground_truth/sample_set/val/10/469/6.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/469/6.jpg
val/10/469/7,val_10_469,val,10,469,7,tesseract,raw,సినిమాలు,,1.0,1.0,False,True,empty_output,0.8692850570078008,ground_truth/sample_set/val/10/469/7.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/469/7.jpg
val/10/469/8,val_10_469,val,10,469,8,tesseract,raw,గెలిచిందంటే,కలునంయంటతు,0.7272727272727273,1.0,False,False,ok,0.9994661689997884,ground_truth/sample_set/val/10/469/8.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/469/8.jpg
val/10/469/9,val_10_469,val,10,469,9,tesseract,raw,పొందని,,1.0,1.0,False,True,empty_output,0.7839103720034473,ground_truth/sample_set/val/10/469/9.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/469/9.jpg
val/10/469/10,val_10_469,val,10,469,10,tesseract,raw,చేతలు,,1.0,1.0,False,True,empty_output,0.7285894530068617,ground_truth/sample_set/val/10/469/10.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/469/10.jpg
val/10/469/11,val_10_469,val,10,469,11,tesseract,raw,ఇతివ్యజానతో,,1.0,1.0,False,True,empty_output,0.9561562510061776,ground_truth/sample_set/val/10/469/11.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/469/11.jpg
val/10/469/12,val_10_469,val,10,469,12,tesseract,raw,ఇచ్చినట్టని,,1.0,1.0,False,True,empty_output,0.8917129330075113,ground_truth/sample_set/val/10/469/12.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/469/12.jpg
val/10/469/13,val_10_469,val,10,469,13,tesseract,raw,పంతొమ్మిదివేల,,1.0,1.0,False,True,empty_output,1.0664637630106881,ground_truth/sample_set/val/10/469/13.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/469/13.jpg
val/10/469/14,val_10_469,val,10,469,14,tesseract,raw,మ్యూజియం,,1.0,1.0,False,True,empty_output,0.9473724279960152,ground_truth/sample_set/val/10/469/14.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/469/14.jpg
val/10/469/15,val_10_469,val,10,469,15,tesseract,raw,స్వాగతం,నస్లోంగతం,0.5714285714285714,1.0,False,False,ok,0.8017160660092486,ground_truth/sample_set/val/10/469/15.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/469/15.jpg
val/10/469/16,val_10_469,val,10,469,16,tesseract,raw,పెన్నుతో,,1.0,1.0,False,True,empty_output,0.8458964480087161,ground_truth/sample_set/val/10/469/16.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/469/16.jpg
val/10/469/17,val_10_469,val,10,469,17,tesseract,raw,శ్రమిస్తున్నాడు,,1.0,1.0,False,True,empty_output,1.0404027040058281,ground_truth/sample_set/val/10/469/17.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/469/17.jpg
val/10/469/18,val_10_469,val,10,469,18,tesseract,raw,జట్టును,,1.0,1.0,False,True,empty_output,0.7927058799978113,ground_truth/sample_set/val/10/469/18.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/469/18.jpg
val/10/469/19,val_10_469,val,10,469,19,tesseract,raw,ఫోర్ల,,1.0,1.0,False,True,empty_output,0.6715778850048082,ground_truth/sample_set/val/10/469/19.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/469/19.jpg
val/10/469/20,val_10_469,val,10,469,20,tesseract,raw,ఐవైఆర్,,1.0,1.0,False,True,empty_output,0.8029278110043379,ground_truth/sample_set/val/10/469/20.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/469/20.jpg
val/10/469/21,val_10_469,val,10,469,21,tesseract,raw,విజయాలను,,1.0,1.0,False,True,empty_output,0.94644332700409,ground_truth/sample_set/val/10/469/21.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/469/21.jpg
val/10/469/22,val_10_469,val,10,469,22,tesseract,raw,ఎక్కువైతే,,1.0,1.0,False,True,empty_output,0.893649017001735,ground_truth/sample_set/val/10/469/22.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/469/22.jpg
val/10/469/23,val_10_469,val,10,469,23,tesseract,raw,ఆవకాశం,,1.0,1.0,False,True,empty_output,0.8392581289954251,ground_truth/sample_set/val/10/469/23.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/469/23.jpg
val/10/469/24,val_10_469,val,10,469,24,tesseract,raw,టూ,,1.0,1.0,False,True,empty_output,0.8196054180007195,ground_truth/sample_set/val/10/469/24.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/469/24.jpg
val/10/480/1,val_10_480,val,10,480,1,tesseract,raw,జంధ్యాల,,1.0,1.0,False,True,empty_output,0.9111750509910053,ground_truth/sample_set/val/10/480/1.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/480/1.jpg
val/10/480/2,val_10_480,val,10,480,2,tesseract,raw,తేలనుంది,,1.0,1.0,False,True,empty_output,0.9102388129977044,ground_truth/sample_set/val/10/480/2.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/480/2.jpg
val/10/480/3,val_10_480,val,10,480,3,tesseract,raw,జెంటిల్మన్,,1.0,1.0,False,True,empty_output,0.9053318809892517,ground_truth/sample_set/val/10/480/3.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/480/3.jpg
val/10/480/4,val_10_480,val,10,480,4,tesseract,raw,ఉపాధ్యాయులకు,,1.0,1.0,False,True,empty_output,1.1577206359943375,ground_truth/sample_set/val/10/480/4.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/480/4.jpg
val/10/480/5,val_10_480,val,10,480,5,tesseract,raw,నాలో,,1.0,1.0,False,True,empty_output,0.7022923110052943,ground_truth/sample_set/val/10/480/5.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/480/5.jpg
val/10/480/6,val_10_480,val,10,480,6,tesseract,raw,సాధ్యమేనని,,1.0,1.0,False,True,empty_output,0.9599184200051241,ground_truth/sample_set/val/10/480/6.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/480/6.jpg
val/10/480/7,val_10_480,val,10,480,7,tesseract,raw,చేసుకోవచ్చు,,1.0,1.0,False,True,empty_output,0.974832867999794,ground_truth/sample_set/val/10/480/7.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/480/7.jpg
val/10/480/8,val_10_480,val,10,480,8,tesseract,raw,పాంచ,,1.0,1.0,False,True,empty_output,0.7304384349990869,ground_truth/sample_set/val/10/480/8.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/480/8.jpg
val/10/480/9,val_10_480,val,10,480,9,tesseract,raw,అప్రయత్నంగా,,1.0,1.0,False,True,empty_output,1.0695287029957399,ground_truth/sample_set/val/10/480/9.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/480/9.jpg
val/10/480/10,val_10_480,val,10,480,10,tesseract,raw,వేస్తుంటాను,,1.0,1.0,False,True,empty_output,0.919955821998883,ground_truth/sample_set/val/10/480/10.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/480/10.jpg
val/10/480/11,val_10_480,val,10,480,11,tesseract,raw,గుర్తుకుతెస్తాయి,,1.0,1.0,False,True,empty_output,1.0985435640031938,ground_truth/sample_set/val/10/480/11.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/480/11.jpg
val/10/480/12,val_10_480,val,10,480,12,tesseract,raw,విమర్శించారట,,1.0,1.0,False,True,empty_output,1.0568643489968963,ground_truth/sample_set/val/10/480/12.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/480/12.jpg
val/10/480/13,val_10_480,val,10,480,13,tesseract,raw,పాపులర్,,1.0,1.0,False,True,empty_output,0.7882794259930961,ground_truth/sample_set/val/10/480/13.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/480/13.jpg
val/10/480/14,val_10_480,val,10,480,14,tesseract,raw,సమకాలంలో,,1.0,1.0,False,True,empty_output,0.96901681899908,ground_truth/sample_set/val/10/480/14.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/480/14.jpg
val/10/480/15,val_10_480,val,10,480,15,tesseract,raw,ఎవ్వరిలోను,,1.0,1.0,False,True,empty_output,0.9430187730031321,ground_truth/sample_set/val/10/480/15.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/480/15.jpg
val/10/480/16,val_10_480,val,10,480,16,tesseract,raw,శిఖలు,,1.0,1.0,False,True,empty_output,0.7295099840121111,ground_truth/sample_set/val/10/480/16.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/480/16.jpg
val/10/480/17,val_10_480,val,10,480,17,tesseract,raw,చేపట్టగల,,1.0,1.0,False,True,empty_output,0.898994920993573,ground_truth/sample_set/val/10/480/17.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/480/17.jpg
val/10/480/18,val_10_480,val,10,480,18,tesseract,raw,మకరం,,1.0,1.0,False,True,empty_output,0.7786192649946315,ground_truth/sample_set/val/10/480/18.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/480/18.jpg
val/10/480/19,val_10_480,val,10,480,19,tesseract,raw,వృషభం,,1.0,1.0,False,True,empty_output,0.8258938799990574,ground_truth/sample_set/val/10/480/19.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/480/19.jpg
val/10/480/20,val_10_480,val,10,480,20,tesseract,raw,వివాహ్రపయత్నం,,1.0,1.0,False,True,empty_output,1.109087131000706,ground_truth/sample_set/val/10/480/20.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/480/20.jpg
val/10/480/21,val_10_480,val,10,480,21,tesseract,raw,సమ్మేళనంతో,,1.0,1.0,False,True,empty_output,0.99176742999407,ground_truth/sample_set/val/10/480/21.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/480/21.jpg
val/10/480/22,val_10_480,val,10,480,22,tesseract,raw,ఎవరో,,1.0,1.0,False,True,empty_output,0.7222513330052607,ground_truth/sample_set/val/10/480/22.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/480/22.jpg
val/10/480/23,val_10_480,val,10,480,23,tesseract,raw,తీసుకువెళ్ళి,,1.0,1.0,False,True,empty_output,0.9541599579970352,ground_truth/sample_set/val/10/480/23.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/480/23.jpg
val/10/480/24,val_10_480,val,10,480,24,tesseract,raw,పూజలు,మ్‌,1.0,1.0,False,False,ok,0.8369555340032093,ground_truth/sample_set/val/10/480/24.jpg,/home/tom/telugu_data/ground_truth/sample_set/val/10/480/24.jpg
test/9/13/1,test_9_13,test,9,13,1,tesseract,processed,బొట్టుపైనా,టా,0.8,1.0,False,False,ok,0.6196097410002039,ground_truth/sample_set/test/9/13/1.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/13/1.png
test/9/13/2,test_9_13,test,9,13,2,tesseract,processed,మూలిగే,మోతని,0.8333333333333334,1.0,False,False,ok,0.5665714910001043,ground_truth/sample_set/test/9/13/2.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/13/2.png
test/9/13/3,test_9_13,test,9,13,3,tesseract,processed,ప్రభుత్వాలు,ఉ ు ట్వాలు,0.5454545454545454,3.0,False,False,ok,0.5674576780002099,ground_truth/sample_set/test/9/13/3.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/13/3.png
test/9/13/4,test_9_13,test,9,13,4,tesseract,processed,పేర్కొనాలి,వేగ్రగా లో,0.7,2.0,False,False,ok,0.5894363809993592,ground_truth/sample_set/test/9/13/4.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/13/4.png
test/9/13/5,test_9_13,test,9,13,5,tesseract,processed,తరలించాల్సి,౭ ర లీరి బూల్సీ,0.8181818181818182,4.0,False,False,ok,0.5493859919997703,ground_truth/sample_set/test/9/13/5.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/13/5.png
test/9/13/6,test_9_13,test,9,13,6,tesseract,processed,చలనచిత్ర,వేఆనే లా,1.0,2.0,False,False,ok,0.5774768860001132,ground_truth/sample_set/test/9/13/6.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/13/6.png
test/9/13/7,test_9_13,test,9,13,7,tesseract,processed,చిత్రకథలు,ల గులు,0.7777777777777778,2.0,False,False,ok,0.5353060750003351,ground_truth/sample_set/test/9/13/7.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/13/7.png
test/9/13/8,test_9_13,test,9,13,8,tesseract,processed,సాక్ష్యం,న,1.0,1.0,False,False,ok,0.5256399840000086,ground_truth/sample_set/test/9/13/8.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/13/8.png
test/9/13/9,test_9_13,test,9,13,9,tesseract,processed,నిర్ధారించేవారు,నిర్దారీం వయా రు,0.4,3.0,False,False,ok,0.5887822990007407,ground_truth/sample_set/test/9/13/9.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/13/9.png
test/9/13/10,test_9_13,test,9,13,10,tesseract,processed,ఆగమ,,1.0,1.0,False,True,empty_output,0.5067305180000403,ground_truth/sample_set/test/9/13/10.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/13/10.png
test/9/13/11,test_9_13,test,9,13,11,tesseract,processed,ఊహించని,ఉీపాంచరీ,0.8571428571428571,1.0,False,False,ok,0.5135656940001354,ground_truth/sample_set/test/9/13/11.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/13/11.png
test/9/13/12,test_9_13,test,9,13,12,tesseract,processed,నిర్వహించి,నిర్వ యంఆ,0.4,2.0,False,False,ok,0.5597300110002834,ground_truth/sample_set/test/9/13/12.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/13/12.png
test/9/13/13,test_9_13,test,9,13,13,tesseract,processed,విపక్షమైన,,1.0,1.0,False,True,empty_output,0.5571781540002121,ground_truth/sample_set/test/9/13/13.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/13/13.png
test/9/13/14,test_9_13,test,9,13,14,tesseract,processed,చేతనే,గాల,1.0,1.0,False,False,ok,0.4830107819998375,ground_truth/sample_set/test/9/13/14.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/13/14.png
test/9/13/15,test_9_13,test,9,13,15,tesseract,processed,ఇంజనీర్స్,నంబరు,0.7777777777777778,1.0,False,False,ok,0.527850225000293,ground_truth/sample_set/test/9/13/15.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/13/15.png
test/9/13/16,test_9_13,test,9,13,16,tesseract,processed,నావి,న్‌,0.75,1.0,False,False,ok,0.47081442800026707,ground_truth/sample_set/test/9/13/16.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/13/16.png
test/9/13/17,test_9_13,test,9,13,17,tesseract,processed,మనమే,మేన్‌,0.75,1.0,False,False,ok,0.4537301380005374,ground_truth/sample_set/test/9/13/17.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/13/17.png
test/9/13/18,test_9_13,test,9,13,18,tesseract,processed,రాసుకుంటే,గొసు ఖం,0.6666666666666666,2.0,False,False,ok,0.5605462949997673,ground_truth/sample_set/test/9/13/18.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/13/18.png
test/9/13/19,test_9_13,test,9,13,19,tesseract,processed,భోగాలకు,గాలు,0.42857142857142855,1.0,False,False,ok,0.5416660750006486,ground_truth/sample_set/test/9/13/19.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/13/19.png
test/9/13/20,test_9_13,test,9,13,20,tesseract,processed,చెల్లింపుదారుల,వేల్లంస్రదొరు అ,0.6428571428571429,2.0,False,False,ok,0.5427275640004154,ground_truth/sample_set/test/9/13/20.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/13/20.png
test/9/13/21,test_9_13,test,9,13,21,tesseract,processed,మూడోవారంలో,మోూటడోఠార౦ర లొ,0.7,2.0,False,False,ok,0.5473287949998848,ground_truth/sample_set/test/9/13/21.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/13/21.png
test/9/13/22,test_9_13,test,9,13,22,tesseract,processed,కాలేదెందుకో,డొదోదెయువొ,0.7272727272727273,1.0,False,False,ok,0.5536673179994978,ground_truth/sample_set/test/9/13/22.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/13/22.png
test/9/13/23,test_9_13,test,9,13,23,tesseract,processed,వినిపించగా,యేనో శేరి గా,0.9,3.0,False,False,ok,0.5688458750000791,ground_truth/sample_set/test/9/13/23.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/13/23.png
test/9/13/24,test_9_13,test,9,13,24,tesseract,processed,ఉత్తరఖండ్,డోల్మారోసిండ,1.0,1.0,False,False,ok,0.5772779779999837,ground_truth/sample_set/test/9/13/24.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/13/24.png
test/9/53/1,test_9_53,test,9,53,1,tesseract,processed,సిద్ధమవ్వాల్సిన,బీజము,0.9333333333333333,1.0,False,False,ok,0.5880623979992379,ground_truth/sample_set/test/9/53/1.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/53/1.png
test/9/53/2,test_9_53,test,9,53,2,tesseract,processed,జాగ్రత్తపడాలి,నగల దు థడౌల్‌,0.8461538461538461,3.0,False,False,ok,0.984962194000218,ground_truth/sample_set/test/9/53/2.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/53/2.png
test/9/53/3,test_9_53,test,9,53,3,tesseract,processed,శబ్దరూపంలో,,1.0,1.0,False,True,empty_output,0.8180749400007699,ground_truth/sample_set/test/9/53/3.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/53/3.png
test/9/53/4,test_9_53,test,9,53,4,tesseract,processed,జానపదుల,జ్లొనవము౦,0.8571428571428571,1.0,False,False,ok,0.6277809510002044,ground_truth/sample_set/test/9/53/4.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/53/4.png
test/9/53/5,test_9_53,test,9,53,5,tesseract,processed,స్థిరనివాసం,వ్రీరనిబానం,0.45454545454545453,1.0,False,False,ok,0.7105661499999769,ground_truth/sample_set/test/9/53/5.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/53/5.png
test/9/53/6,test_9_53,test,9,53,6,tesseract,processed,ఇష్టానుసారంగా,బల్లను సారంగా,0.38461538461538464,2.0,False,False,ok,0.6501164940000308,ground_truth/sample_set/test/9/53/6.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/53/6.png
test/9/53/7,test_9_53,test,9,53,7,tesseract,processed,తెల్లవారు,లెడ్నియోరు,0.6666666666666666,1.0,False,False,ok,0.6435279669994998,ground_truth/sample_set/test/9/53/7.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/53/7.png
test/9/53/8,test_9_53,test,9,53,8,tesseract,processed,నువ్వెలా,నుబలా,0.5,1.0,False,False,ok,0.6055280460004724,ground_truth/sample_set/test/9/53/8.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/53/8.png
test/9/53/9,test_9_53,test,9,53,9,tesseract,processed,గుడ్డిగా,గుడ్డిగా,0.0,0.0,True,False,ok,0.5933252130007531,ground_truth/sample_set/test/9/53/9.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/53/9.png
test/9/53/10,test_9_53,test,9,53,10,tesseract,processed,దొరకదు,దోరవేడు,0.6666666666666666,1.0,False,False,ok,0.5346498610006165,ground_truth/sample_set/test/9/53/10.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/53/10.png
test/9/53/11,test_9_53,test,9,53,11,tesseract,processed,మిశ్రా,మేలా,0.6666666666666666,1.0,False,False,ok,0.5692838260001736,ground_truth/sample_set/test/9/53/11.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/53/11.png
test/9/53/12,test_9_53,test,9,53,12,tesseract,processed,కూర్చునేందుకు,మహోర్లు సౌంయుము,0.6923076923076923,2.0,False,False,ok,0.7002398819995506,ground_truth/sample_set/test/9/53/12.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/53/12.png
test/9/53/13,test_9_53,test,9,53,13,tesseract,processed,బొమ్మలు,య్య లు,0.7142857142857143,2.0,False,False,ok,0.6742703899999469,ground_truth/sample_set/test/9/53/13.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/53/13.png
test/9/53/14,test_9_53,test,9,53,14,tesseract,processed,వార్త,యలొర్బే,1.0,1.0,False,False,ok,1.0705076070007635,ground_truth/sample_set/test/9/53/14.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/53/14.png
test/9/53/15,test_9_53,test,9,53,15,tesseract,processed,మాటలో,మ,0.8,1.0,False,False,ok,0.7886679129996992,ground_truth/sample_set/test/9/53/15.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/53/15.png
test/9/53/16,test_9_53,test,9,53,16,tesseract,processed,కౌలురైతుల,కౌలురైతు అ,0.2222222222222222,2.0,False,False,ok,0.7276626510001734,ground_truth/sample_set/test/9/53/16.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/53/16.png
test/9/53/17,test_9_53,test,9,53,17,tesseract,processed,ఉన్నానంటూ,,1.0,1.0,False,True,empty_output,0.7556956389998959,ground_truth/sample_set/test/9/53/17.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/53/17.png
test/9/53/18,test_9_53,test,9,53,18,tesseract,processed,దీపం,టం,0.75,1.0,False,False,ok,0.5132953559996167,ground_truth/sample_set/test/9/53/18.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/53/18.png
test/9/53/19,test_9_53,test,9,53,19,tesseract,processed,గొప్ప,గ,0.8,1.0,False,False,ok,0.4580004910003481,ground_truth/sample_set/test/9/53/19.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/53/19.png
test/9/53/20,test_9_53,test,9,53,20,tesseract,processed,రజితరాణి,గరా అ,0.75,2.0,False,False,ok,0.5456865679998373,ground_truth/sample_set/test/9/53/20.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/53/20.png
test/9/53/21,test_9_53,test,9,53,21,tesseract,processed,బాల్యం,,1.0,1.0,False,True,empty_output,0.5551273900000524,ground_truth/sample_set/test/9/53/21.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/53/21.png
test/9/53/22,test_9_53,test,9,53,22,tesseract,processed,గర్వకారణం,గోర్ల దౌర్రోస్రం,1.2222222222222223,2.0,False,False,ok,0.5478693469995051,ground_truth/sample_set/test/9/53/22.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/53/22.png
test/9/53/23,test_9_53,test,9,53,23,tesseract,processed,మర్చిపోవచ్చు,మక్సీపోో మా,0.6666666666666666,2.0,False,False,ok,0.5155829179993816,ground_truth/sample_set/test/9/53/23.jpg,/home/tom/telugu_data/ground_truth_processed_0622/test/9/53/23.png
